time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,temp,pressure,acc_x_adxl,acc_y_adxl,acc_y_adxl,status,sd_file
2203653458,-344,-110,829,5370,1533,-1681,-42.35469055,4.943649292,0.126266479,23.92939758,93098.85156,13,6,3,31,1
2203663385,-326,-86,514,5376,1583,-1760,-42.35469055,4.943649292,0.126266479,23.92939758,93101.30469,13,6,2,31,1
2203673055,-323,-69,541,5376,1617,-1838,-42.0546875,1.493652344,1.926254272,23.92471695,93105.15625,13,6,2,31,1
2203682721,-399,-102,467,5379,1619,-1923,-44.45469666,1.793640137,3.576263428,23.91535187,93095.75,14,6,0,31,1
2203692262,-378,-85,474,5389,1628,-2002,-43.11494446,-0.456848145,4.927719116,23.91535187,93100.64063,14,7,1,31,1
2203701924,-454,-95,368,5390,1612,-2089,-43.11494446,-0.456848145,4.927719116,23.92939758,93096.40625,14,5,-2,31,1
2203711590,-525,-133,296,5385,1583,-2171,-43.56494141,-3.456848145,5.227722168,23.91067123,93104.5,17,7,-1,31,1
2203721513,-437,-184,175,5380,1535,-2239,-42.97080994,-4.508300781,6.879196167,23.91535187,93115.32031,16,7,-3,31,1
2203731059,-502,-275,215,5381,1459,-2292,-42.97080994,-4.508300781,6.879196167,23.91535187,93125.10938,16,9,-5,31,1
2203740720,-520,-338,156,5401,1387,-2327,-43.57080078,-7.358306885,7.17918396,23.92939758,93133.10938,16,10,-5,31,1
2203750381,-679,-478,149,5433,1294,-2340,-42.963974,-10.20489502,8.377731323,23.91535187,93127.55469,17,10,-6,31,1
2203760309,-712,-549,164,5464,1203,-2315,-41.01397705,-11.85488892,6.577728271,23.92003441,93140.82031,21,13,-6,31,1
2203769588,-674,-494,79,5501,1124,-2286,-41.01397705,-11.85488892,6.577728271,23.91535187,93132.44531,20,13,-6,31,1
2203779517,-744,-617,217,5531,1040,-2248,-41.46250916,-14.5539093,6.877731323,23.91535187,93120.21094,22,15,-6,31,1
2203789183,-669,-575,97,5574,963,-2200,-39.96250916,-16.50390625,8.077728271,23.92939758,93140.44531,20,16,-9,31,1
2203798725,-773,-719,218,5621,895,-2137,-39.96250916,-20.25390625,6.577728271,23.92003441,93133.48438,21,17,-7,31,1
2203808652,-793,-805,287,5680,842,-2049,-39.96250916,-20.25390625,6.577728271,23.92471695,93134.51563,21,19,-6,31,1
2203818313,-754,-825,116,5755,800,-1947,-38.60371399,-21.29463196,5.676254272,23.92003441,93143.26563,20,20,-5,31,1
2203827975,-917,-987,268,5815,748,-1828,-37.10371399,-23.24462891,4.626266479,23.92003441,93131.03125,23,21,-6,31,1
2203837521,-917,-993,255,5900,724,-1683,-37.10371399,-23.99462891,4.176254272,23.91067123,93141.19531,27,23,-4,31,1
2203847182,-940,-1021,228,5984,710,-1544,-37.10371399,-23.99462891,4.176254272,23.91535187,93139.78125,23,22,-3,31,1
2203857104,-931,-1123,355,6089,720,-1383,-36.65371704,-27.59463501,0.276260376,23.91067123,93141.19531,24,25,-4,31,1
2203866770,-1012,-1220,336,6190,742,-1212,-36.64102173,-27.57510376,0.276748657,23.91067123,93143.64063,24,28,-3,31,1
2203876317,-914,-1061,301,6290,781,-1043,-36.19102478,-27.57510376,-1.073257446,23.92003441,93135.92969,24,25,-3,31,1
2203885984,-1077,-1222,579,6365,842,-900,-36.19102478,-27.57510376,-1.073257446,23.91535187,93159.35156,26,26,-1,31,1
2203895645,-1076,-1233,585,6462,958,-738,-35.59101868,-27.12510681,-1.973251343,23.91535187,93159.35156,28,27,1,31,1
2203905568,-1080,-1193,633,6520,1100,-592,-35.87637329,-28.45166016,-5.568862915,23.92003441,93157.94531,28,27,1,31,1
2203915114,-877,-1069,604,6620,1175,-530,-35.87637329,-28.45166016,-5.568862915,23.92003441,93157.94531,23,24,1,31,1
2203924775,-906,-1009,502,6681,1321,-442,-33.92637634,-26.80166626,-6.91885376,23.91535187,93154.46094,24,25,0,31,1
2203934441,-840,-974,517,6718,1474,-383,-34.97052002,-26.6428833,-9.915924072,23.92003441,93140.82031,23,23,-1,31,1
2203943983,-934,-992,646,6741,1618,-357,-35.12051392,-25.59288025,-10.81591797,23.92471695,93158.98438,25,23,1,31,1
2203953905,-932,-954,564,6760,1781,-342,-35.12051392,-25.59288025,-10.81591797,23.92003441,93155.5,24,22,0,31,1
2203963571,-882,-936,573,6760,1928,-353,-35.57051086,-23.94287109,-12.46592712,23.91535187,93154.46094,24,22,0,31,1
2203973241,-873,-943,488,6757,2063,-387,-35.42149353,-22.14434814,-14.41641235,23.92003441,93170.17969,23,22,-1,31,1
2203982785,-748,-933,379,6765,2216,-416,-35.87149048,-21.39434814,-14.8664093,23.92003441,93175.07031,23,23,0,31,1
2203992447,-609,-856,260,6742,2299,-477,-35.87149048,-21.39434814,-14.8664093,23.92939758,93182.03906,20,21,-3,31,1
2204002370,-578,-892,296,6761,2367,-557,-36.77197266,-18.09434509,-16.81640625,23.92003441,93167.73438,18,20,-5,31,1
2204012035,-539,-971,379,6760,2428,-631,-34.22198486,-18.09434509,-15.01641846,23.92003441,93192.19531,18,22,-6,31,1
2204021577,-494,-969,290,6776,2501,-702,-37.07197571,-15.84434509,-16.81640625,23.91067123,93168.10156,17,23,-5,31,1
2204031239,-639,-996,268,6788,2570,-777,-37.07197571,-15.84434509,-16.81640625,23.90598869,93179.29688,17,22,-2,31,1
2204041166,-573,-1046,408,6788,2613,-855,-38.57197571,-14.19433594,-16.81640625,23.90598869,93184.19531,19,24,-4,31,1
2204050482,-574,-999,344,6802,2669,-933,-39.17198181,-13.29434204,-14.41641235,23.91067123,93187.67969,18,24,-1,31,1
2204060409,-667,-1050,517,6811,2710,-1020,-39.17198181,-13.29434204,-14.41641235,23.92003441,93192.19531,20,24,0,31,1
2204070071,-674,-1157,597,6844,2763,-1100,-38.42735291,-11.34727478,-15.91934204,23.91067123,93143.64063,20,25,-1,31,1
2204079738,-729,-1165,608,6885,2820,-1169,-38.42735291,-11.34727478,-15.91934204,23.91067123,93197.46094,21,26,2,31,1
2204089665,-760,-1069,452,6917,2854,-1249,-39.62734985,-11.34727478,-13.36933899,23.90598869,93191.53125,22,24,-1,31,1
2204099206,-861,-1232,661,6955,2874,-1340,-39.62734985,-11.34727478,-13.36933899,23.91067123,93163.21094,23,26,1,31,1
2204108872,-787,-1155,330,7001,2870,-1414,-40.83174133,-9.248733521,-13.22129822,23.91067123,93209.69531,22,27,0,31,1
2204118534,-851,-1160,434,7040,2845,-1504,-40.08174133,-9.248733521,-12.17129517,23.90130806,93188.04688,23,25,-2,31,1
2204128075,-935,-1311,451,7093,2808,-1587,-40.68174744,-9.398742676,-9.77130127,23.91535187,93208.28125,24,28,-1,31,1
2204138004,-999,-1329,235,7163,2753,-1628,-40.68174744,-9.398742676,-9.77130127,23.91067123,93204.79688,26,30,-3,31,1
2204147664,-951,-1338,502,7216,2669,-1667,-41.74249268,-8.201660156,-8.274719238,23.90598869,93198.875,26,29,-2,31,1
2204157325,-1050,-1477,62,7294,2583,-1690,-41.29248047,-6.851669312,-7.674713135,23.91067123,93231.71094,27,30,-5,31,1
2204166872,-1113,-1525,-380,7346,2423,-1673,-42.79248047,-10.00166321,-6.774719238,23.91535187,93269.44531,28,33,-15,31,1
2204176541,-1023,-1461,94,7367,2209,-1626,-42.79248047,-10.00166321,-6.774719238,23.91535187,93205.83594,28,32,-10,31,1
2204186468,-929,-1625,-79,7403,2028,-1566,-42.79248047,-10.00166321,-5.724716187,23.90598869,93218.44531,26,35,-12,31,1
2204196129,-659,-1459,136,7424,1941,-1483,-42.04248047,-8.80166626,-5.274719238,23.92003441,93226.44531,22,33,-5,31,1
2204205670,-606,-1279,201,7511,1867,-1424,-41.75177002,-11.35606384,-3.325698853,23.92939758,93223.625,18,30,-8,31,1
2204215336,-698,-1266,-55,7553,1740,-1404,-41.75177002,-11.35606384,-3.325698853,23.92003441,93241.125,19,29,-8,31,1
2204224998,-673,-1271,108,7591,1625,-1371,-42.35176086,-11.50605774,-3.475692749,23.92471695,93225.03906,20,29,-11,31,1
2204234925,-772,-1410,494,7671,1541,-1318,-41.45176697,-12.10606384,-4.375686646,23.92939758,93228.51563,20,31,-2,31,1
2204244466,-699,-1324,427,7766,1470,-1226,-41.45176697,-12.10606384,-4.375686646,23.91535187,93220.51563,19,27,-3,31,1
2204254127,-687,-1397,419,7867,1427,-1131,-42.35176086,-11.95605469,-3.175689697,23.92003441,93265.58594,18,29,-4,31,1
2204263794,-668,-1228,178,7978,1404,-1049,-40.85176086,-12.70605469,-2.425689697,23.92471695,93254.39063,18,29,-4,31,1
2204273344,-661,-1340,494,8062,1375,-978,-40.55175781,-12.40606689,-6.025695801,23.91535187,93247.42969,19,30,-1,31,1
2204283271,-639,-1148,382,8155,1366,-898,-40.55175781,-12.40606689,-6.025695801,23.91535187,93220.51563,18,27,-4,31,1
2204292932,-689,-1114,373,8246,1388,-853,-40.55175781,-12.40606689,-6.025695801,23.92471695,93247.05469,18,27,0,31,1
2204302593,-737,-1117,681,8330,1418,-832,-42.50177002,-12.55606079,-4.075698853,23.93876266,93252.60938,20,26,-1,31,1
2204312139,-902,-982,573,8438,1490,-825,-42.50177002,-13.30606079,-4.375686646,23.92939758,93279.89844,21,23,1,31,1
2204321801,-909,-897,580,8525,1560,-827,-42.50177002,-13.30606079,-4.375686646,23.93876266,93274.63281,24,23,3,31,1
2204331723,-926,-1069,799,8595,1622,-830,-41.30175781,-12.40606689,-4.525695801,23.92003441,93277.82031,25,21,1,31,1
2204341389,-843,-993,520,8687,1716,-816,-39.95176697,-10.15606689,-4.825698853,23.92939758,93279.89844,23,26,4,31,1
2204350930,-742,-616,557,8742,1788,-838,-41.30175781,-10.45605469,-4.975692749,23.92939758,93275,21,20,1,31,1
2204360596,-768,-630,502,8773,1823,-930,-41.30175781,-10.45605469,-4.975692749,23.92939758,93272.55469,21,14,-1,31,1
2204370266,-948,-738,426,8835,1860,-1022,-41.75177002,-10.15606689,-4.825698853,23.92939758,93270.10938,23,19,1,31,1
2204380186,-895,-538,445,8855,1879,-1117,-41.75177002,-10.60606384,-6.175689697,23.92939758,93277.44531,24,17,-2,31,1
2204389732,-812,-547,413,8871,1871,-1249,-41.75177002,-10.60606384,-6.175689697,23.92939758,93289.67969,23,13,-3,31,1
2204399394,-739,-474,306,8901,1871,-1379,-39.95176697,-9.856063843,-5.125686646,23.92939758,93299.46875,22,14,-3,31,1
2204409059,-870,-532,396,8900,1836,-1513,-40.70176697,-10.15606689,-5.575698853,23.92003441,93299.83594,21,14,-3,31,1
2204418600,-865,-430,74,8892,1779,-1639,-41.60176086,-10.45605469,-5.725692749,23.93408012,93305.39844,22,14,-6,31,1
2204428523,-1069,-596,246,8889,1684,-1757,-41.60176086,-10.45605469,-5.725692749,23.93408012,93317.63281,24,16,-8,31,1
2204438189,-1005,-647,307,8920,1597,-1849,-41.60176086,-11.95605469,-4.975692749,23.93408012,93312.73438,27,16,-6,31,1
2204447850,-956,-654,86,8957,1507,-1921,-40.40176392,-11.35606384,-5.575698853,23.9434433,93334.38281,26,17,-6,31,1
2204457391,-908,-623,-44,8979,1368,-1983,-40.85176086,-11.50605774,-4.525695801,23.93408012,93332.3125,24,16,-10,31,1
2204467058,-1041,-737,-39,8986,1213,-2031,-40.85176086,-11.50605774,-4.525695801,23.93876266,93301.53906,25,17,-10,31,1
2204476986,-1070,-788,-3,9009,1132,-2040,-41.75177002,-12.10606384,-5.125686646,23.92939758,93341.05469,26,19,-8,31,1
2204486652,-1208,-915,40,9046,976,-2033,-40.70176697,-13.75605774,-7.225692749,23.92939758,93343.50781,28,22,-10,31,1
2204496193,-1287,-1014,89,9067,827,-1990,-40.70176697,-13.75605774,-7.225692749,23.93408012,93322.52344,32,24,-7,31,1
2204505854,-1195,-1007,9,9119,697,-1909,-40.70176697,-13.75605774,-7.225692749,23.93876266,93343.13281,29,24,-9,31,1
2204515520,-1159,-1002,115,9155,570,-1814,-39.95176697,-14.05606079,-6.625686646,23.9434433,93349.0625,29,24,-9,31,1
2204525443,-1147,-1032,89,9204,464,-1714,-41.45274353,-12.85655212,-8.575683594,23.94812584,93364.78125,29,24,-9,31,1
2204534989,-1085,-1037,105,9254,365,-1594,-41.45274353,-12.85655212,-8.575683594,23.93876266,93365.15625,27,24,-10,31,1
2204544650,-982,-971,48,9301,285,-1478,-40.70274353,-12.85655212,-9.025695801,23.93876266,93367.60156,25,23,-9,31,1
2204554311,-943,-988,125,9343,218,-1353,-39.20274353,-12.10655212,-10.82568359,23.9434433,93380.875,25,23,-9,31,1
2204564239,-1069,-1034,203,9391,176,-1226,-39.65274048,-9.856552124,-11.87568665,23.93876266,93374.9375,26,23,-7,31,1
2204573518,-1020,-999,156,9444,167,-1092,-39.65274048,-9.856552124,-11.87568665,23.9434433,93375.97656,26,24,-4,31,1
2204583448,-1011,-964,194,9483,159,-966,-38.62324524,-10.01533508,-13.53643799,23.93876266,93370.04688,26,23,-5,31,1
2204593114,-947,-930,197,9515,177,-857,-39.97325134,-8.215332031,-13.83642578,23.93876266,93370.04688,25,22,-6,31,1
2204602655,-1006,-878,232,9530,217,-765,-39.67324829,-8.215332031,-15.63642883,23.9434433,93368.64063,24,23,-5,31,1
2204612321,-954,-877,326,9543,273,-691,-39.67324829,-8.215332031,-15.63642883,23.93876266,93350.47656,25,22,-4,31,1
2204622244,-906,-828,271,9550,354,-629,-39.09521484,-4.168273926,-15.04864502,23.9434433,93349.0625,24,21,-4,31,1
2204631904,-877,-850,345,9542,433,-591,-39.3952179,-2.368270874,-16.09863281,23.95748901,93347.28906,24,21,-2,31,1
2204641450,-780,-716,299,9532,525,-564,-39.3952179,-2.368270874,-16.09863281,23.95748901,93347.28906,22,20,-5,31,1
2204651111,-690,-685,216,9512,597,-580,-39.69522095,0.631729126,-17.14863586,23.95280838,93351.14063,20,18,-3,31,1
2204661033,-752,-704,374,9473,669,-608,-40.15644836,1.982711792,-15.05548096,23.94812584,93362.33594,20,18,-3,31,1
2204670699,-850,-664,503,9448,761,-645,-40.45645142,4.082702637,-13.85546875,23.94812584,93367.22656,21,19,-2,31,1
2204680246,-915,-627,310,9410,859,-700,-40.45645142,4.082702637,-13.85546875,23.93408012,93354.32813,23,17,-1,31,1
2204689912,-851,-603,569,9348,925,-773,-41.05645752,4.832702637,-11.30548096,23.94812584,93369.67969,23,15,-1,31,1
2204699573,-760,-567,527,9302,1023,-864,-42.12207031,6.636611938,-8.911331177,23.93876266,93352.92188,23,16,-1,31,1
2204709495,-678,-503,250,9270,1070,-976,-42.12207031,6.636611938,-8.911331177,23.93876266,93367.60156,19,13,-3,31,1
2204719041,-615,-479,304,9205,1066,-1092,-42.12207031,6.636611938,-8.911331177,23.94812584,93374.57031,18,14,-4,31,1
2204728703,-651,-456,358,9154,1071,-1212,-42.27452087,9.488082886,-8.311828613,23.9434433,93383.32031,17,14,-2,31,1
2204738369,-710,-507,22,9140,1052,-1337,-40.92451477,8.58807373,-5.011825562,23.94812584,93355,20,14,-5,31,1
2204747910,-785,-439,147,9060,962,-1442,-44.65791321,8.882217407,-3.959381104,23.9434433,93356.40625,21,13,-9,31,1
2204757833,-744,-403,429,9035,928,-1558,-44.65791321,8.882217407,-3.959381104,23.9434433,93375.97656,21,13,-4,31,1
2204767498,-764,-460,193,8983,871,-1618,-42.12304688,7.837585449,0.841110229,23.9434433,93385.76563,21,13,-2,31,1
2204777168,-686,-485,197,8932,800,-1722,-42.57305908,6.787597656,0.991104126,23.9434433,93405.33594,20,15,-6,31,1
2204786714,-840,-457,198,8896,696,-1797,-41.82305908,5.587585449,3.541107178,23.93876266,93377.38281,22,13,-5,31,1
2204796375,-892,-525,70,8841,578,-1864,-41.82305908,5.587585449,3.541107178,23.94812584,93421.05469,24,15,-8,31,1
2204806298,-901,-488,224,8787,431,-1899,-43.77452087,0.938079834,5.791595459,23.95280838,93385.39063,24,13,-5,31,1
2204815964,-1029,-339,200,8764,303,-1934,-43.62451172,0.488082886,7.441589355,23.95280838,93407.41406,25,12,-2,31,1
2204825505,-1117,-377,274,8737,175,-1971,-43.02452087,-2.511917114,6.841598511,23.94812584,93391.69531,28,13,-7,31,1
2204835167,-1120,-583,244,8725,37,-1982,-43.02452087,-2.511917114,6.841598511,23.94812584,93391.69531,28,15,-5,31,1
2204844834,-1104,-544,168,8730,-101,-1931,-43.1789093,-4.162414551,6.693054199,23.94812584,93403.92969,28,15,-5,31,1
2204854756,-1034,-580,432,8719,-233,-1870,-41.82891846,-6.712402344,6.093063354,23.94812584,93406.375,26,15,-3,31,1
2204864302,-988,-519,356,8731,-337,-1796,-41.82891846,-6.712402344,6.093063354,23.95280838,93404.96875,26,15,-5,31,1
2204873972,-981,-511,321,8744,-427,-1720,-42.12890625,-7.762405396,5.943054199,23.95748901,93396.21875,25,14,-2,31,1
2204883632,-1148,-394,520,8752,-510,-1638,-42.87890625,-10.7624054,4.143051147,23.95280838,93417.20313,27,14,-1,31,1
2204893178,-1046,-295,514,8773,-562,-1574,-41.82843018,-12.11192322,3.243057251,23.95280838,93436.77344,28,12,0,31,1
2204903100,-1172,-290,467,8793,-604,-1516,-41.82843018,-12.11192322,3.243057251,23.9434433,93434.69531,27,10,0,31,1
2204912802,-1160,-13,522,8795,-638,-1465,-42.57843018,-14.06192017,-0.356948853,23.95280838,93458.79688,28,9,0,31,1
2204922463,-1103,256,548,8782,-672,-1470,-42.57354736,-14.05899048,-0.356460571,23.95280838,93453.89844,28,3,-1,31,1
2204932005,-1058,389,507,8774,-699,-1512,-41.52354431,-15.25898743,-1.55645752,23.95280838,93397.625,26,1,1,31,1
2204941932,-1068,295,538,8748,-746,-1567,-41.52354431,-15.25898743,-1.55645752,23.9668541,93393.40625,27,0,0,31,1
2204951332,-986,276,394,8745,-795,-1592,-41.82354736,-14.50898743,-2.606460571,23.9668541,93388.50781,26,1,-2,31,1
2204961254,-905,483,261,8726,-862,-1621,-41.8225708,-13.75849915,-5.905960083,23.9668541,93398.29688,24,0,-1,31,1
2204970800,-974,383,492,8691,-950,-1662,-40.77256775,-14.0585022,-8.605957031,23.95748901,93410.89844,24,-1,-5,31,1
2204980468,-889,371,313,8688,-1008,-1677,-40.77256775,-14.0585022,-8.605957031,23.9668541,93427.65625,24,0,-3,31,1
2204990396,-971,411,293,8664,-1095,-1695,-39.87304688,-15.40899658,-11.45596313,23.9668541,93461.91406,23,-1,-3,31,1
2205000057,-1027,142,637,8642,-1162,-1695,-39.27305603,-12.10899353,-15.20596313,23.9668541,93410.53125,27,0,-1,31,1
2205009598,-1031,87,533,8633,-1170,-1637,-39.27305603,-12.10899353,-15.20596313,23.96217155,93433.96094,26,3,2,31,1
2205019265,-1088,149,486,8608,-1180,-1573,-38.97012329,-12.55752563,-17.75401306,23.9668541,93449.67969,26,3,1,31,1
2205028927,-1054,277,332,8576,-1198,-1521,-38.97012329,-11.05752563,-20.30401611,23.9668541,93449.67969,27,1,-2,31,1
2205038854,-1041,282,312,8559,-1247,-1491,-36.43330383,-8.062408447,-20.91523743,23.97153473,93467.84375,26,0,-2,31,1
2205048395,-963,307,195,8516,-1268,-1474,-36.43330383,-8.062408447,-20.91523743,23.96217155,93487.78906,26,0,-4,31,1
2205058056,-1056,327,454,8466,-1313,-1441,-35.38330078,-6.112411499,-21.96524048,23.97153473,93497.20313,27,0,-2,31,1
2205067723,-961,315,261,8418,-1332,-1413,-36.43330383,-5.362411499,-23.91523743,23.97153473,93509.4375,24,0,-3,31,1
2205077270,-1092,339,326,8359,-1363,-1382,-36.28330994,-1.312408447,-24.81524658,23.97153473,93506.99219,29,0,-3,31,1
2205087198,-1027,292,228,8337,-1353,-1355,-36.28330994,-1.312408447,-24.81524658,23.97621727,93498.24219,27,1,-3,31,1
2205096859,-1191,307,309,8294,-1366,-1317,-34.78623962,3.637588501,-25.86816406,23.9668541,93513.29688,29,0,-3,31,1
2205106520,-1305,294,521,8264,-1358,-1282,-34.49307251,5.289550781,-25.12548828,23.96217155,93502.46875,33,0,-2,31,1
2205116067,-1451,354,311,8253,-1305,-1264,-35.39306641,7.389541626,-25.27549744,23.96217155,93512.25781,33,1,0,31,1
2205125728,-1440,246,490,8211,-1275,-1241,-35.39306641,7.389541626,-25.27549744,23.96217155,93502.46875,36,1,-2,31,1
2205135389,-1503,199,479,8188,-1234,-1212,-35.39306641,7.389541626,-25.27549744,23.95748901,93506.32031,36,1,-2,31,1
2205145317,-1473,308,144,8164,-1191,-1188,-35.09259033,11.28955078,-24.67500305,23.9668541,93513.29688,35,1,-3,31,1
2205154858,-1524,267,392,8080,-1180,-1178,-35.39257813,13.23954773,-22.7250061,23.95748901,93525.89844,34,1,-2,31,1
2205164524,-1555,276,310,8014,-1152,-1174,-35.39257813,13.23954773,-22.7250061,23.96217155,93519.59375,37,1,-3,31,1
2205174194,-1593,207,254,7955,-1116,-1164,-34.79502869,15.94198608,-21.82696533,23.97621727,93510.47656,37,1,-4,31,1
2205184114,-1414,131,362,7885,-1102,-1149,-33.89501953,18.79197693,-20.17695618,23.97621727,93542.28906,35,1,-4,31,1
2205193661,-1186,74,164,7858,-1080,-1120,-33.89501953,18.79197693,-20.17695618,23.9668541,93523.08594,31,3,-6,31,1
2205203323,-1126,20,57,7833,-1080,-1081,-33.59649658,21.94442749,-18.37792969,23.97153473,93551.03906,28,3,-6,31,1
2205212989,-1228,-4,185,7802,-1093,-1026,-33.74649048,21.34442139,-18.22793579,23.97153473,93536.35938,30,4,-9,31,1
2205222529,-1277,-10,228,7788,-1081,-970,-34.05039978,23.74980164,-14.17988586,23.95748901,93545.46875,31,4,-6,31,1
2205232452,-1382,17,300,7778,-1046,-921,-34.05039978,23.74980164,-14.17988586,23.96217155,93558.74219,30,5,-4,31,1
2205242118,-1286,-91,277,7769,-994,-880,-36.00039673,24.49980164,-11.32989502,23.97153473,93551.03906,33,5,-4,31,1
2205251779,-1252,-112,261,7757,-948,-824,-34.51065063,24.51347351,-8.032333374,23.9668541,93562.23438,30,7,-4,31,1
2205261321,-1302,-95,311,7745,-886,-777,-34.36065674,26.61346436,-5.782333374,23.9668541,93567.125,31,6,-2,31,1
2205270987,-1333,-113,460,7726,-813,-737,-34.36065674,26.61346436,-5.782333374,23.97621727,93564.3125,31,7,-3,31,1
2205280915,-1406,-84,482,7730,-705,-703,-35.26065063,25.26347351,-3.382339478,23.9668541,93559.78125,32,7,0,31,1
2205290581,-1456,-105,569,7710,-584,-691,-36.46748352,25.42274475,-0.232330322,23.9668541,93567.125,33,6,0,31,1
2205300123,-1432,-119,569,7710,-456,-686,-36.46748352,25.42274475,-0.232330322,23.96217155,93553.85156,34,6,0,31,1
2205309784,-1376,-89,546,7691,-327,-693,-36.46748352,24.67274475,2.617660522,23.97153473,93575.50781,31,8,0,31,1
2205319451,-1364,-55,507,7680,-204,-721,-36.31944275,24.52568054,5.468154907,23.96217155,93568.53125,33,7,1,31,1
2205328992,-1191,-87,366,7631,-150,-764,-36.31944275,21.37567139,9.368148804,23.96217155,93575.875,31,6,0,31,1
2205338919,-1130,-75,374,7577,-63,-786,-36.31944275,21.37567139,9.368148804,23.95748901,93574.82813,28,6,-2,31,1
2205348580,-1177,-83,408,7524,10,-837,-36.32823181,21.38641357,9.373519897,23.95748901,93569.9375,28,6,-3,31,1
2205358243,-1261,-72,321,7461,76,-894,-36.47822571,19.28642273,12.223526,23.96217155,93575.875,30,6,-1,31,1
2205367788,-1288,-78,424,7395,142,-960,-36.18994141,17.79862976,14.03329468,23.96217155,93580.76563,31,7,-4,31,1
2205377719,-1327,-83,345,7331,206,-1030,-36.18994141,17.79862976,14.03329468,23.94812584,93584.98438,32,7,-1,31,1
2205387381,-1333,-104,423,7256,252,-1104,-37.83995056,16.44862366,17.18328857,23.97153473,93592.63281,31,7,-2,31,1
2205397047,-1217,-138,339,7189,296,-1176,-35.60313416,11.95838928,19.29989624,23.96217155,93597.89063,29,6,-3,31,1
2205406588,-1148,-156,231,7113,318,-1246,-37.5531311,9.258392334,21.09989929,23.95748901,93591.96094,29,8,-3,31,1
2205416255,-1156,-242,330,7043,316,-1306,-37.5531311,9.258392334,21.09989929,23.97153473,93597.52344,28,9,-4,31,1
2205426178,-1181,-268,216,6989,313,-1351,-36.20703125,6.710342407,23.50624084,23.96217155,93605.23438,28,9,-4,31,1
2205435839,-1234,-299,362,6933,301,-1390,-37.5585022,1.910827637,23.0586853,23.96217155,93605.23438,29,10,-3,31,1
2205445384,-1040,-378,272,6879,282,-1422,-37.85069275,-3.186721802,25.1469574,23.97153473,93597.52344,28,11,-4,31,1
2205455046,-1055,-404,177,6842,254,-1436,-37.85069275,-3.186721802,25.1469574,23.97153473,93597.52344,25,11,-6,31,1
2205464968,-1067,-416,208,6807,219,-1441,-37.69726563,-7.234771729,23.19256592,23.9668541,93603.82813,26,13,-4,31,1
2205474643,-1115,-382,366,6771,185,-1442,-37.09727478,-9.78477478,22.59257507,23.9668541,93608.71875,28,12,-5,31,1
2205484182,-954,-393,395,6752,179,-1447,-37.09727478,-9.78477478,22.59257507,23.9668541,93594.03906,26,13,-2,31,1
2205493848,-1155,-423,502,6736,177,-1448,-36.34727478,-12.78477478,21.84257507,23.9668541,93591.59375,26,13,-1,31,1
2205503509,-1126,-458,499,6731,185,-1443,-36.94726563,-16.83477783,20.94354248,23.97621727,93605.90625,29,12,0,31,1
2205513432,-1065,-470,560,6729,196,-1432,-34.68945313,-19.67402649,20.18328857,23.97153473,93612.21094,27,13,0,31,1
2205522978,-1119,-432,697,6734,224,-1424,-34.68945313,-19.67402649,20.18328857,23.98558044,93612.88281,28,13,2,31,1
2205532639,-1144,-365,726,6743,273,-1427,-34.08946228,-23.72402954,17.78329468,23.97153473,93597.52344,27,13,1,31,1
2205542306,-1168,-379,689,6751,340,-1447,-35.58555603,-24.46524048,15.97792053,23.97621727,93623.03906,29,11,3,31,1
2205551846,-1210,-356,690,6727,388,-1473,-35.58555603,-24.46524048,15.97792053,23.97153473,93631.78125,30,12,2,31,1
2205561769,-1305,-394,663,6697,427,-1495,-35.58555603,-24.46524048,15.97792053,23.98089981,93616.73438,30,12,2,31,1
2205571436,-1125,-431,551,6667,466,-1516,-33.32823181,-29.39326477,11.92010498,23.97153473,93626.89063,30,13,1,31,1
2205581104,-1032,-423,663,6634,474,-1526,-33.32823181,-29.09326172,9.370101929,23.97153473,93619.54688,28,12,1,31,1
2205590650,-1019,-368,628,6623,503,-1541,-31.5218811,-32.81884766,6.815231323,23.98089981,93611.84375,27,12,2,31,1
2205600312,-1167,-280,733,6605,532,-1566,-31.5218811,-32.81884766,6.815231323,23.99494362,93639.42969,26,11,3,31,1
2205609974,-1234,-319,881,6599,557,-1610,-32.12188721,-33.41885376,3.365219116,23.98089981,93641.20313,30,9,4,31,1
2205619901,-1279,-251,753,6571,609,-1630,-31.06504822,-33.99298096,-0.834777832,23.98089981,93660.78125,30,10,4,31,1
2205629442,-1158,-183,749,6525,650,-1675,-29.41503906,-33.8429718,-3.53477478,23.98558044,93647.14063,30,8,3,31,1
2205639105,-1077,-178,671,6496,686,-1735,-29.41503906,-33.8429718,-3.53477478,23.98089981,93663.22656,27,8,3,31,1
2205648771,-846,-159,675,6457,695,-1795,-28.66210938,-34.57881165,-5.782821655,23.97621727,93667.07813,22,7,2,31,1
2205658693,-706,-26,609,6424,687,-1863,-27.76211548,-34.7288208,-9.082824707,23.98558044,93661.82031,20,5,3,31,1
2205668239,-902,153,598,6390,680,-1966,-27.76211548,-34.7288208,-9.082824707,23.98089981,93660.78125,24,2,2,31,1
2205677907,-966,260,744,6336,667,-2096,-27.75674438,-35.151474,-10.87646484,23.97621727,93667.07813,26,0,3,31,1
